severity,type,component,line,rule,message,status,effort
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/infrastructure/lineage/OpenLineageEmitter.java,307,java:S6213,Rename this method to not match a restricted identifier.,OPEN,5min
MAJOR,CODE_SMELL,batch-common/src/main/java/io/github/pinpols/batch/common/utils/ContentMaskingUtils.java,23,java:S5869,Remove duplicates in this character class.,OPEN,5min
MAJOR,CODE_SMELL,batch-worker/core/src/main/java/io/github/pinpols/batch/worker/core/support/AbstractPipelineStepExecutionAdapter.java,320,java:S4449,"Annotate the parameter with @javax.annotation.Nullable in method 'hasText' declaration, or make sure that null can not be passed as argument.",OPEN,10min
MAJOR,CODE_SMELL,sdk/java/core/src/main/java/io/github/pinpols/batch/sdk/handler/SdkAbstractImportHandler.java,27,java:S112,Replace generic exceptions with specific library exceptions or a custom exception.,OPEN,20min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/application/service/governance/DefaultRetryGovernanceService.java,81,java:S6813,Remove this field injection and use constructor injection instead.,OPEN,5min
MAJOR,BUG,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/preprocess/ImportPreprocessPipeline.java,139,java:S2259,"A ""NullPointerException"" could be thrown; ""type"" is nullable here.",OPEN,10min
MAJOR,CODE_SMELL,batch-worker/dispatch/src/main/java/io/github/pinpols/batch/worker/dispatchs/infrastructure/verifier/DispatchReceiptPresentVerifier.java,39,java:S4449,"Annotate the parameter with @javax.annotation.Nullable in method 'hasText' declaration, or make sure that null can not be passed as argument.",OPEN,10min
MAJOR,VULNERABILITY,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/infrastructure/admin/AdminTestDataCleanupRepository.java,85,java:S2077,Make sure using a dynamically formatted SQL query is safe here.,OPEN,20min
MAJOR,CODE_SMELL,sdk/java/core/src/test/java/io/github/pinpols/batch/sdk/dispatcher/KafkaConsumerCloseJoinTest.java,94,java:S2925,"Remove this use of ""Thread.sleep()"".",OPEN,20min
MAJOR,CODE_SMELL,sdk/java/core/src/test/java/io/github/pinpols/batch/sdk/dispatcher/TaskDispatcherAutoWrapTest.java,251,java:S6213,Rename this method to not match a restricted identifier.,OPEN,5min
MAJOR,BUG,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/notification/service/WebhookDeliverySupport.java,77,java:S2583,"Change this condition so that it does not always evaluate to ""false""",OPEN,15min
MAJOR,BUG,batch-console-api/src/main/java/io/github/pinpols/batch/console/infrastructure/excel/ConfigPackageExcelValidator.java,1466,java:S2583,"Change this condition so that it does not always evaluate to ""false""",OPEN,15min
MAJOR,CODE_SMELL,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/stage/PreprocessStep.java,764,java:S8491,Remove or merge the dangling Javadoc comment(s).,OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/infrastructure/config/DefaultConsoleConfigSyncApplicationService.java,124,java:S6885,"Use ""Math.clamp"" instead of ""Math.min"" or ""Math.max"".",OPEN,5min
MAJOR,BUG,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/stage/FeedbackStep.java,,java:S2259,"A ""NullPointerException"" could be thrown; ""context"" is nullable here.",CLOSED,10min
MAJOR,CODE_SMELL,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/preprocess/ImportPreprocessPipeline.java,156,java:S6916,"Replace this ""if"" statement with a pattern match guard.",OPEN,5min
MAJOR,VULNERABILITY,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/infrastructure/admin/AdminTestDataCleanupRepository.java,69,java:S2077,Make sure using a dynamically formatted SQL query is safe here.,OPEN,20min
MAJOR,CODE_SMELL,sdk/java/core/src/main/java/io/github/pinpols/batch/sdk/handler/typed/SdkAbstractTypedProcessHandler.java,60,java:S1172,"Remove these unused method parameters ""input"", ""batch"".",OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/rbac/support/ConsoleAuthenticationFilter.java,122,java:S4449,"Annotate the parameter with @javax.annotation.Nullable in method 'hasText' declaration, or make sure that null can not be passed as argument.",OPEN,10min
MAJOR,CODE_SMELL,batch-worker/export/src/main/java/io/github/pinpols/batch/worker/exports/stage/GenerateStep.java,266,java:S1172,"Remove this unused method parameter ""exportPayload"".",OPEN,5min
MAJOR,CODE_SMELL,sdk/java/core/src/test/java/io/github/pinpols/batch/sdk/client/BatchPlatformClientBuilderTest.java,50,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/application/service/workflow/WorkflowGraphValidator.java,594,java:S4449,"Annotate the parameter with @javax.annotation.Nullable in method 'hasText' declaration, or make sure that null can not be passed as argument.",OPEN,10min
MAJOR,BUG,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/notification/service/DingTalkNotificationSender.java,194,java:S2583,"Change this condition so that it does not always evaluate to ""false""",OPEN,15min
MAJOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/service/ConsoleArchivePolicyServiceTest.java,69,java:S5976,Replace these 3 tests with a single Parameterized one.,OPEN,10min
MAJOR,CODE_SMELL,batch-worker/export/src/main/java/io/github/pinpols/batch/worker/exports/stage/StoreStep.java,285,java:S112,Replace generic exceptions with specific library exceptions or a custom exception.,OPEN,20min
MAJOR,CODE_SMELL,batch-worker/core/src/main/java/io/github/pinpols/batch/worker/core/domain/TaskExecutionReport.java,37,java:S8491,Remove or merge the dangling Javadoc comment(s).,OPEN,5min
MAJOR,CODE_SMELL,batch-common/src/main/java/io/github/pinpols/batch/common/storage/FilesystemObjectStore.java,106,java:S1141,Extract this nested try block into a separate method.,OPEN,20min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/shared/approval/OrchestratorApprovalClient.java,96,java:S4449,"Annotate the parameter with @javax.annotation.Nullable in method 'requireFound' declaration, or make sure that null can not be passed as argument.",OPEN,10min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/file/infrastructure/DefaultConsoleFileApplicationService.java,225,java:S4449,"Annotate the parameter with @javax.annotation.Nullable in method 'hasText' declaration, or make sure that null can not be passed as argument.",OPEN,10min
MAJOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/integration/JobLaunchToFinishLifecycleIntegrationTest.java,205,java:S2925,"Remove this use of ""Thread.sleep()"".",OPEN,20min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/notification/service/WebhookDeliveryRelay.java,248,java:S1181,Catch Exception instead of Throwable.,OPEN,20min
MAJOR,BUG,batch-common/src/main/java/io/github/pinpols/batch/common/utils/PostgresqlJsonbTexts.java,19,java:S2583,"Change this condition so that it does not always evaluate to ""false""",OPEN,15min
MAJOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/integration/TelemetryWritePathIntegrationTest.java,144,java:S3415,Replace this literal with the actual expression you want to assert.,OPEN,2min
MAJOR,CODE_SMELL,batch-worker/import/src/test/java/io/github/pinpols/batch/worker/imports/jdbc/JdbcMappedImportSpecTest.java,142,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/domain/rbac/service/ConsoleApiKeyServiceTest.java,106,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,BUG,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/stage/LoadStep.java,193,java:S2677,"Use or store the value returned from ""readLine"" instead of throwing it away.",OPEN,5min
MAJOR,CODE_SMELL,sdk/java/core/src/main/java/io/github/pinpols/batch/sdk/handler/SdkAbstractTaskHandler.java,61,java:S1181,Catch Exception instead of Throwable.,OPEN,20min
MAJOR,CODE_SMELL,batch-common/src/main/java/io/github/pinpols/batch/common/web/AbstractApiExceptionHandler.java,51,java:S2629,Invoke method(s) only conditionally.,OPEN,5min
MAJOR,CODE_SMELL,sdk/java/core/src/main/java/io/github/pinpols/batch/sdk/handler/atomic/HttpAtomicHandler.java,112,java:S112,Replace generic exceptions with specific library exceptions or a custom exception.,OPEN,20min
MAJOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/readiness/ReadinessServiceTest.java,104,java:S4144,"Update this method so that its implementation is not identical to ""shouldNotBeReady_whenRerunNotEffective"" on line 89.",OPEN,15min
MAJOR,CODE_SMELL,batch-worker/export/src/main/java/io/github/pinpols/batch/worker/exports/stage/RegisterStep.java,98,java:S4449,"Annotate the parameter with @javax.annotation.Nullable in method 'hasText' declaration, or make sure that null can not be passed as argument.",OPEN,10min
MAJOR,BUG,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/notification/service/WeComNotificationSender.java,168,java:S2583,"Change this condition so that it does not always evaluate to ""false""",OPEN,15min
MAJOR,VULNERABILITY,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/infrastructure/admin/AdminTestDataCleanupRepository.java,92,java:S2077,Make sure using a dynamically formatted SQL query is safe here.,OPEN,20min
MAJOR,BUG,batch-common/src/main/java/io/github/pinpols/batch/common/utils/Guard.java,79,java:S2583,"Change this condition so that it does not always evaluate to ""false""",OPEN,15min
MAJOR,CODE_SMELL,batch-common/src/test/java/io/github/pinpols/batch/common/tenant/routing/DbTablePlacementResolverTest.java,131,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,BUG,batch-common/src/main/java/io/github/pinpols/batch/common/utils/JsonUtils.java,91,java:S2583,"Change this condition so that it does not always evaluate to ""false""",OPEN,15min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/rbac/support/ConsoleJwtService.java,242,java:S2589,"Remove this expression which always evaluates to ""true""",OPEN,10min
MAJOR,CODE_SMELL,batch-worker/export/src/main/java/io/github/pinpols/batch/worker/exports/stage/DefaultExportStageExecutor.java,125,java:S125,This block of commented-out lines of code should be removed.,OPEN,5min
MAJOR,CODE_SMELL,sdk/java/core/src/main/java/io/github/pinpols/batch/sdk/idempotent/SdkIdempotencyStore.java,64,java:S6213,Rename this variable to not match a restricted identifier.,OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/audit/support/AuditAspect.java,148,java:S6213,Rename this method to not match a restricted identifier.,OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/infrastructure/scheduler/BatchDaySettleScheduler.java,204,java:S125,This block of commented-out lines of code should be removed.,OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/workflow/infrastructure/excel/WorkflowExcelKeys.java,58,java:S6878,Use the record pattern instead of this pattern match variable.,OPEN,5min
MAJOR,CODE_SMELL,batch-common/src/main/java/io/github/pinpols/batch/common/utils/AlertLabels.java,38,java:S2589,"Remove this expression which always evaluates to ""false""",OPEN,10min
MAJOR,CODE_SMELL,batch-worker/export/src/test/java/io/github/pinpols/batch/worker/exports/sql/SqlTemplateExportSqlValidatorTest.java,208,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/application/service/task/TaskOutcomeSummaryBuilder.java,211,java:S1168,Return an empty map instead of null.,OPEN,30min
MAJOR,CODE_SMELL,batch-common/src/main/java/io/github/pinpols/batch/common/storage/FilesystemObjectStore.java,187,java:S1141,Extract this nested try block into a separate method.,OPEN,20min
MAJOR,CODE_SMELL,batch-worker/export/src/main/java/io/github/pinpols/batch/worker/exports/stage/format/AbstractExportFormat.java,186,java:S112,Replace generic exceptions with specific library exceptions or a custom exception.,OPEN,20min
MAJOR,CODE_SMELL,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/infrastructure/quality/TrailerControlRecord.java,,java:S4449,"Annotate the parameter with @javax.annotation.Nullable in method 'hasText' declaration, or make sure that null can not be passed as argument.",CLOSED,10min
MAJOR,CODE_SMELL,batch-worker/export/src/test/java/io/github/pinpols/batch/worker/exports/sql/SqlTemplateExportSqlValidatorTest.java,38,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-worker/dispatch/src/main/java/io/github/pinpols/batch/worker/dispatchs/infrastructure/channel/RemoteFilesystemDispatchSupport.java,302,java:S4449,"Annotate the parameter with @javax.annotation.Nullable in method 'hasText' declaration, or make sure that null can not be passed as argument.",OPEN,10min
MAJOR,CODE_SMELL,batch-common/src/test/java/io/github/pinpols/batch/common/spi/task/BatchTaskExecutorRegistryTest.java,53,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/stage/format/JsonFormatParser.java,51,java:S125,This block of commented-out lines of code should be removed.,OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/application/engine/TaskDispatchOutboxService.java,114,java:S125,This block of commented-out lines of code should be removed.,OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/workflow/WorkflowRunPauseResumeTest.java,91,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/domain/rbac/support/ConsoleJwtServiceTest.java,138,java:S5976,Replace these 3 tests with a single Parameterized one.,OPEN,10min
MAJOR,CODE_SMELL,batch-common/src/test/java/io/github/pinpols/batch/common/stateful/StatefulBackendGuardIntegrationTest.java,155,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/file/infrastructure/DefaultConsoleFileChannelApplicationService.java,114,java:S3358,Extract this nested ternary operation into an independent statement.,OPEN,5min
MAJOR,CODE_SMELL,batch-worker/export/src/test/java/io/github/pinpols/batch/worker/exports/sql/SqlTemplateExportSqlValidatorTest.java,188,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
